0.342 s |  Acceleration:  1.53839 m/s^2 | Velocity:  1.3963 m/s
0.343 s |  Acceleration:  1.52804 m/s^2 | Velocity:  1.39783 m/s
0.344 s |  Acceleration:  1.51774 m/s^2 | Velocity:  1.39935 m/s
0.345 s |  Acceleration:  1.50751 m/s^2 | Velocity:  1.40086 m/s
0.346 s |  Acceleration:  1.49734 m/s^2 | Velocity:  1.40236 m/s
0.347 s |  Acceleration:  1.48722 m/s^2 | Velocity:  1.40384 m/s
0.348 s |  Acceleration:  1.47716 m/s^2 | Velocity:  1.40532 m/s
0.349 s |  Acceleration:  1.46716 m/s^2 | Velocity:  1.40679 m/s
0.35 s |  Acceleration:  1.45721 m/s^2 | Velocity:  1.40824 m/s
0.351 s |  Acceleration:  1.44733 m/s^2 | Velocity:  1.40969 m/s
0.352 s |  Acceleration:  1.4375 m/s^2 | Velocity:  1.41113 m/s
0.353 s |  Acceleration:  1.42772 m/s^2 | Velocity:  1.41256 m/s
0.354 s |  Acceleration:  1.41801 m/s^2 | Velocity:  1.41397 m/s
0.355 s |  Acceleration:  1.40835 m/s^2 | Velocity:  1.41538 m/s
0.356 s |  Acceleration:  1.39874 m/s^2 | Velocity:  1.41678 m/s
0.357 s |  Acceleration:  1.38919 m/s^2 | Velocity:  1.41817 m/s
0.358 s |  Acceleration:  1.3797 m/s^2 | Velocity:  1.41955 m/s
0.359 s |  Acceleration:  1.37026 m/s^2 | Velocity:  1.42092 m/s
0.36 s |  Acceleration:  1.36088 m/s^2 | Velocity:  1.42228 m/s
0.361 s |  Acceleration:  1.35155 m/s^2 | Velocity:  1.42363 m/s
0.362 s |  Acceleration:  1.34228 m/s^2 | Velocity:  1.42498 m/s
0.363 s |  Acceleration:  1.33307 m/s^2 | Velocity:  1.42631 m/s
0.364 s |  Acceleration:  1.32391 m/s^2 | Velocity:  1.42763 m/s
0.365 s |  Acceleration:  1.3148 m/s^2 | Velocity:  1.42895 m/s
0.366 s |  Acceleration:  1.30575 m/s^2 | Velocity:  1.43025 m/s
0.367 s |  Acceleration:  1.29675 m/s^2 | Velocity:  1.43155 m/s
0.368 s |  Acceleration:  1.2878 m/s^2 | Velocity:  1.43284 m/s
0.369 s |  Acceleration:  1.27891 m/s^2 | Velocity:  1.43412 m/s
0.37 s |  Acceleration:  1.27007 m/s^2 | Velocity:  1.43539 m/s
0.371 s |  Acceleration:  1.26129 m/s^2 | Velocity:  1.43665 m/s
0.372 s |  Acceleration:  1.25256 m/s^2 | Velocity:  1.4379 m/s
0.373 s |  Acceleration:  1.24388 m/s^2 | Velocity:  1.43914 m/s
0.374 s |  Acceleration:  1.23525 m/s^2 | Velocity:  1.44038 m/s
0.375 s |  Acceleration:  1.22668 m/s^2 | Velocity:  1.44161 m/s
0.376 s |  Acceleration:  1.21816 m/s^2 | Velocity:  1.44282 m/s
0.377 s |  Acceleration:  1.20969 m/s^2 | Velocity:  1.44403 m/s
0.378 s |  Acceleration:  1.20127 m/s^2 | Velocity:  1.44524 m/s
0.379 s |  Acceleration:  1.19291 m/s^2 | Velocity:  1.44643 m/s
0.38 s |  Acceleration:  1.18459 m/s^2 | Velocity:  1.44761 m/s
0.381 s |  Acceleration:  1.17633 m/s^2 | Velocity:  1.44879 m/s
0.382 s |  Acceleration:  1.16812 m/s^2 | Velocity:  1.44996 m/s
0.383 s |  Acceleration:  1.15996 m/s^2 | Velocity:  1.45112 m/s
0.384 s |  Acceleration:  1.15184 m/s^2 | Velocity:  1.45227 m/s
0.385 s |  Acceleration:  1.14378 m/s^2 | Velocity:  1.45341 m/s
0.386 s |  Acceleration:  1.13577 m/s^2 | Velocity:  1.45455 m/s
0.387 s |  Acceleration:  1.12781 m/s^2 | Velocity:  1.45568 m/s
0.388 s |  Acceleration:  1.1199 m/s^2 | Velocity:  1.4568 m/s
0.389 s |  Acceleration:  1.11204 m/s^2 | Velocity:  1.45791 m/s
0.39 s |  Acceleration:  1.10423 m/s^2 | Velocity:  1.45901 m/s
0.391 s |  Acceleration:  1.09646 m/s^2 | Velocity:  1.46011 m/s
0.392 s |  Acceleration:  1.08875 m/s^2 | Velocity:  1.4612 m/s
0.393 s |  Acceleration:  1.08108 m/s^2 | Velocity:  1.46228 m/s
0.394 s |  Acceleration:  1.07346 m/s^2 | Velocity:  1.46335 m/s
0.395 s |  Acceleration:  1.06589 m/s^2 | Velocity:  1.46442 m/s
0.396 s |  Acceleration:  1.05837 m/s^2 | Velocity:  1.46548 m/s
0.397 s |  Acceleration:  1.0509 m/s^2 | Velocity:  1.46653 m/s
0.398 s |  Acceleration:  1.04347 m/s^2 | Velocity:  1.46757 m/s
0.399 s |  Acceleration:  1.03609 m/s^2 | Velocity:  1.46861 m/s
0.4 s |  Acceleration:  1.02876 m/s^2 | Velocity:  1.46964 m/s
0.401 s |  Acceleration:  1.02147 m/s^2 | Velocity:  1.47066 m/s
0.402 s |  Acceleration:  1.01423 m/s^2 | Velocity:  1.47167 m/s
0.403 s |  Acceleration:  1.00704 m/s^2 | Velocity:  1.47268 m/s
0.404 s |  Acceleration:  0.99989 m/s^2 | Velocity:  1.47368 m/s
0.405 s |  Acceleration:  0.99279 m/s^2 | Velocity:  1.47467 m/s
0.406 s |  Acceleration:  0.98574 m/s^2 | Velocity:  1.47566 m/s
0.407 s |  Acceleration:  0.97873 m/s^2 | Velocity:  1.47664 m/s
0.408 s |  Acceleration:  0.97176 m/s^2 | Velocity:  1.47761 m/s
0.409 s |  Acceleration:  0.96484 m/s^2 | Velocity:  1.47857 m/s
0.41 s |  Acceleration:  0.95797 m/s^2 | Velocity:  1.47953 m/s
0.411 s |  Acceleration:  0.95114 m/s^2 | Velocity:  1.48048 m/s
0.412 s |  Acceleration:  0.94435 m/s^2 | Velocity:  1.48143 m/s
0.413 s |  Acceleration:  0.93761 m/s^2 | Velocity:  1.48236 m/s
0.414 s |  Acceleration:  0.93091 m/s^2 | Velocity:  1.48329 m/s
0.415 s |  Acceleration:  0.92426 m/s^2 | Velocity:  1.48422 m/s
0.416 s |  Acceleration:  0.91765 m/s^2 | Velocity:  1.48514 m/s
0.417 s |  Acceleration:  0.91108 m/s^2 | Velocity:  1.48605 m/s
0.418 s |  Acceleration:  0.90456 m/s^2 | Velocity:  1.48695 m/s
0.419 s |  Acceleration:  0.89807 m/s^2 | Velocity:  1.48785 m/s
0.42 s |  Acceleration:  0.89163 m/s^2 | Velocity:  1.48874 m/s
0.421 s |  Acceleration:  0.88524 m/s^2 | Velocity:  1.48963 m/s
0.422 s |  Acceleration:  0.87888 m/s^2 | Velocity:  1.49051 m/s
0.423 s |  Acceleration:  0.87257 m/s^2 | Velocity:  1.49138 m/s
0.424 s |  Acceleration:  0.8663 m/s^2 | Velocity:  1.49224 m/s
0.425 s |  Acceleration:  0.86007 m/s^2 | Velocity:  1.4931 m/s
0.426 s |  Acceleration:  0.85388 m/s^2 | Velocity:  1.49396 m/s
0.427 s |  Acceleration:  0.84773 m/s^2 | Velocity:  1.49481 m/s
0.428 s |  Acceleration:  0.84162 m/s^2 | Velocity:  1.49565 m/s
0.429 s |  Acceleration:  0.83556 m/s^2 | Velocity:  1.49648 m/s
0.43 s |  Acceleration:  0.82953 m/s^2 | Velocity:  1.49731 m/s
0.431 s |  Acceleration:  0.82355 m/s^2 | Velocity:  1.49814 m/s
0.432 s |  Acceleration:  0.8176 m/s^2 | Velocity:  1.49895 m/s
0.433 s |  Acceleration:  0.81169 m/s^2 | Velocity:  1.49977 m/s
0.434 s |  Acceleration:  0.80583 m/s^2 | Velocity:  1.50057 m/s
0.435 s |  Acceleration:  0.8 m/s^2 | Velocity:  1.50137 m/s
0.436 s |  Acceleration:  0.79421 m/s^2 | Velocity:  1.50217 m/s
0.437 s |  Acceleration:  0.78846 m/s^2 | Velocity:  1.50295 m/s
0.438 s |  Acceleration:  0.78275 m/s^2 | Velocity:  1.50374 m/s
0.439 s |  Acceleration:  0.77708 m/s^2 | Velocity:  1.50451 m/s
0.44 s |  Acceleration:  0.77144 m/s^2 | Velocity:  1.50529 m/s
0.441 s |  Acceleration:  0.76585 m/s^2 | Velocity:  1.50605 m/s
0.442 s |  Acceleration:  0.76029 m/s^2 | Velocity:  1.50681 m/s
0.443 s |  Acceleration:  0.75477 m/s^2 | Velocity:  1.50757 m/s
0.444 s |  Acceleration:  0.74928 m/s^2 | Velocity:  1.50832 m/s
0.445 s |  Acceleration:  0.74384 m/s^2 | Velocity:  1.50906 m/s
0.446 s |  Acceleration:  0.73843 m/s^2 | Velocity:  1.5098 m/s
0.447 s |  Acceleration:  0.73305 m/s^2 | Velocity:  1.51053 m/s
0.448 s |  Acceleration:  0.72772 m/s^2 | Velocity:  1.51126 m/s
0.449 s |  Acceleration:  0.72242 m/s^2 | Velocity:  1.51198 m/s
0.45 s |  Acceleration:  0.71715 m/s^2 | Velocity:  1.5127 m/s
0.451 s |  Acceleration:  0.71192 m/s^2 | Velocity:  1.51341 m/s
0.452 s |  Acceleration:  0.70673 m/s^2 | Velocity:  1.51412 m/s
0.453 s |  Acceleration:  0.70157 m/s^2 | Velocity:  1.51482 m/s
0.454 s |  Acceleration:  0.69645 m/s^2 | Velocity:  1.51551 m/s
0.455 s |  Acceleration:  0.69136 m/s^2 | Velocity:  1.51621 m/s
0.456 s |  Acceleration:  0.68631 m/s^2 | Velocity:  1.51689 m/s
0.457 s |  Acceleration:  0.68129 m/s^2 | Velocity:  1.51757 m/s
0.458 s |  Acceleration:  0.67631 m/s^2 | Velocity:  1.51825 m/s
0.459 s |  Acceleration:  0.67136 m/s^2 | Velocity:  1.51892 m/s
0.46 s |  Acceleration:  0.66645 m/s^2 | Velocity:  1.51959 m/s
0.461 s |  Acceleration:  0.66157 m/s^2 | Velocity:  1.52025 m/s
0.462 s |  Acceleration:  0.65672 m/s^2 | Velocity:  1.52091 m/s
0.463 s |  Acceleration:  0.65191 m/s^2 | Velocity:  1.52156 m/s
0.464 s |  Acceleration:  0.64713 m/s^2 | Velocity:  1.52221 m/s
0.465 s |  Acceleration:  0.64238 m/s^2 | Velocity:  1.52285 m/s
0.466 s |  Acceleration:  0.63766 m/s^2 | Velocity:  1.52349 m/s
0.467 s |  Acceleration:  0.63298 m/s^2 | Velocity:  1.52412 m/s
0.468 s |  Acceleration:  0.62833 m/s^2 | Velocity:  1.52475 m/s
0.469 s |  Acceleration:  0.62371 m/s^2 | Velocity:  1.52537 m/s
0.47 s |  Acceleration:  0.61913 m/s^2 | Velocity:  1.52599 m/s
0.471 s |  Acceleration:  0.61457 m/s^2 | Velocity:  1.5266 m/s
0.472 s |  Acceleration:  0.61005 m/s^2 | Velocity:  1.52721 m/s
0.473 s |  Acceleration:  0.60556 m/s^2 | Velocity:  1.52782 m/s
0.474 s |  Acceleration:  0.6011 m/s^2 | Velocity:  1.52842 m/s
0.475 s |  Acceleration:  0.59667 m/s^2 | Velocity:  1.52902 m/s
0.476 s |  Acceleration:  0.59228 m/s^2 | Velocity:  1.52961 m/s
0.477 s |  Acceleration:  0.58791 m/s^2 | Velocity:  1.5302 m/s
0.478 s |  Acceleration:  0.58358 m/s^2 | Velocity:  1.53078 m/s
0.479 s |  Acceleration:  0.57927 m/s^2 | Velocity:  1.53136 m/s
0.48 s |  Acceleration:  0.57499 m/s^2 | Velocity:  1.53194 m/s
0.481 s |  Acceleration:  0.57075 m/s^2 | Velocity:  1.53251 m/s
0.482 s |  Acceleration:  0.56653 m/s^2 | Velocity:  1.53307 m/s
0.483 s |  Acceleration:  0.56235 m/s^2 | Velocity:  1.53364 m/s
0.484 s |  Acceleration:  0.55819 m/s^2 | Velocity:  1.53419 m/s
0.485 s |  Acceleration:  0.55406 m/s^2 | Velocity:  1.53475 m/s
0.486 s |  Acceleration:  0.54996 m/s^2 | Velocity:  1.5353 m/s
0.487 s |  Acceleration:  0.54589 m/s^2 | Velocity:  1.53584 m/s
0.488 s |  Acceleration:  0.54185 m/s^2 | Velocity:  1.53639 m/s
0.489 s |  Acceleration:  0.53784 m/s^2 | Velocity:  1.53692 m/s
0.49 s |  Acceleration:  0.53386 m/s^2 | Velocity:  1.53746 m/s
0.491 s |  Acceleration:  0.5299 m/s^2 | Velocity:  1.53799 m/s
0.492 s |  Acceleration:  0.52597 m/s^2 | Velocity:  1.53851 m/s
0.493 s |  Acceleration:  0.52207 m/s^2 | Velocity:  1.53903 m/s
0.494 s |  Acceleration:  0.5182 m/s^2 | Velocity:  1.53955 m/s
0.495 s |  Acceleration:  0.51435 m/s^2 | Velocity:  1.54007 m/s
0.496 s |  Acceleration:  0.51054 m/s^2 | Velocity:  1.54058 m/s
0.497 s |  Acceleration:  0.50675 m/s^2 | Velocity:  1.54108 m/s
0.498 s |  Acceleration:  0.50298 m/s^2 | Velocity:  1.54159 m/s
0.499 s |  Acceleration:  0.49924 m/s^2 | Velocity:  1.54209 m/s
0.5 s |  Acceleration:  0.49553 m/s^2 | Velocity:  1.54258 m/s
0.501 s |  Acceleration:  0.49185 m/s^2 | Velocity:  1.54307 m/s
0.502 s |  Acceleration:  0.48819 m/s^2 | Velocity:  1.54356 m/s
0.503 s |  Acceleration:  0.48456 m/s^2 | Velocity:  1.54405 m/s
0.504 s |  Acceleration:  0.48095 m/s^2 | Velocity:  1.54453 m/s
0.505 s |  Acceleration:  0.47737 m/s^2 | Velocity:  1.54501 m/s
0.506 s |  Acceleration:  0.47382 m/s^2 | Velocity:  1.54548 m/s
0.507 s |  Acceleration:  0.47029 m/s^2 | Velocity:  1.54595 m/s
0.508 s |  Acceleration:  0.46678 m/s^2 | Velocity:  1.54642 m/s
0.509 s |  Acceleration:  0.4633 m/s^2 | Velocity:  1.54688 m/s
0.51 s |  Acceleration:  0.45985 m/s^2 | Velocity:  1.54734 m/s
0.511 s |  Acceleration:  0.45642 m/s^2 | Velocity:  1.5478 m/s
0.512 s |  Acceleration:  0.45302 m/s^2 | Velocity:  1.54825 m/s
0.513 s |  Acceleration:  0.44964 m/s^2 | Velocity:  1.5487 m/s
0.514 s |  Acceleration:  0.44628 m/s^2 | Velocity:  1.54914 m/s
0.515 s |  Acceleration:  0.44295 m/s^2 | Velocity:  1.54959 m/s
0.516 s |  Acceleration:  0.43964 m/s^2 | Velocity:  1.55003 m/s
0.517 s |  Acceleration:  0.43635 m/s^2 | Velocity:  1.55046 m/s
0.518 s |  Acceleration:  0.43309 m/s^2 | Velocity:  1.5509 m/s
0.519 s |  Acceleration:  0.42986 m/s^2 | Velocity:  1.55133 m/s
0.52 s |  Acceleration:  0.42664 m/s^2 | Velocity:  1.55175 m/s
0.521 s |  Acceleration:  0.42345 m/s^2 | Velocity:  1.55218 m/s
0.522 s |  Acceleration:  0.42028 m/s^2 | Velocity:  1.5526 m/s
0.523 s |  Acceleration:  0.41714 m/s^2 | Velocity:  1.55301 m/s
0.524 s |  Acceleration:  0.41401 m/s^2 | Velocity:  1.55343 m/s
0.525 s |  Acceleration:  0.41091 m/s^2 | Velocity:  1.55384 m/s
0.526 s |  Acceleration:  0.40784 m/s^2 | Velocity:  1.55425 m/s
0.527 s |  Acceleration:  0.40478 m/s^2 | Velocity:  1.55465 m/s
0.528 s |  Acceleration:  0.40175 m/s^2 | Velocity:  1.55505 m/s
0.529 s |  Acceleration:  0.39874 m/s^2 | Velocity:  1.55545 m/s
0.53 s |  Acceleration:  0.39575 m/s^2 | Velocity:  1.55585 m/s
0.531 s |  Acceleration:  0.39278 m/s^2 | Velocity:  1.55624 m/s
0.532 s |  Acceleration:  0.38983 m/s^2 | Velocity:  1.55663 m/s
0.533 s |  Acceleration:  0.38691 m/s^2 | Velocity:  1.55702 m/s
0.534 s |  Acceleration:  0.384 m/s^2 | Velocity:  1.5574 m/s
0.535 s |  Acceleration:  0.38112 m/s^2 | Velocity:  1.55778 m/s
0.536 s |  Acceleration:  0.37826 m/s^2 | Velocity:  1.55816 m/s
0.537 s |  Acceleration:  0.37542 m/s^2 | Velocity:  1.55854 m/s
0.538 s |  Acceleration:  0.3726 m/s^2 | Velocity:  1.55891 m/s
0.539 s |  Acceleration:  0.3698 m/s^2 | Velocity:  1.55928 m/s
0.54 s |  Acceleration:  0.36702 m/s^2 | Velocity:  1.55965 m/s
0.541 s |  Acceleration:  0.36426 m/s^2 | Velocity:  1.56001 m/s
0.542 s |  Acceleration:  0.36152 m/s^2 | Velocity:  1.56037 m/s
0.543 s |  Acceleration:  0.3588 m/s^2 | Velocity:  1.56073 m/s
0.544 s |  Acceleration:  0.3561 m/s^2 | Velocity:  1.56109 m/s
0.545 s |  Acceleration:  0.35342 m/s^2 | Velocity:  1.56144 m/s
0.546 s |  Acceleration:  0.35076 m/s^2 | Velocity:  1.56179 m/s
0.547 s |  Acceleration:  0.34812 m/s^2 | Velocity:  1.56214 m/s
0.548 s |  Acceleration:  0.3455 m/s^2 | Velocity:  1.56248 m/s
0.549 s |  Acceleration:  0.3429 m/s^2 | Velocity:  1.56283 m/s
0.55 s |  Acceleration:  0.34032 m/s^2 | Velocity:  1.56317 m/s
0.551 s |  Acceleration:  0.33775 m/s^2 | Velocity:  1.5635 m/s
0.552 s |  Acceleration:  0.33521 m/s^2 | Velocity:  1.56384 m/s
0.553 s |  Acceleration:  0.33268 m/s^2 | Velocity:  1.56417 m/s
0.554 s |  Acceleration:  0.33017 m/s^2 | Velocity:  1.5645 m/s
0.555 s |  Acceleration:  0.32768 m/s^2 | Velocity:  1.56483 m/s
0.556 s |  Acceleration:  0.32521 m/s^2 | Velocity:  1.56516 m/s
0.557 s |  Acceleration:  0.32276 m/s^2 | Velocity:  1.56548 m/s
0.558 s |  Acceleration:  0.32032 m/s^2 | Velocity:  1.5658 m/s
0.559 s |  Acceleration:  0.3179 m/s^2 | Velocity:  1.56612 m/s
0.56 s |  Acceleration:  0.3155 m/s^2 | Velocity:  1.56643 m/s
0.561 s |  Acceleration:  0.31312 m/s^2 | Velocity:  1.56675 m/s
0.562 s |  Acceleration:  0.31076 m/s^2 | Velocity:  1.56706 m/s
0.563 s |  Acceleration:  0.30841 m/s^2 | Velocity:  1.56736 m/s
0.564 s |  Acceleration:  0.30608 m/s^2 | Velocity:  1.56767 m/s
0.565 s |  Acceleration:  0.30377 m/s^2 | Velocity:  1.56797 m/s
0.566 s |  Acceleration:  0.30147 m/s^2 | Velocity:  1.56828 m/s
0.567 s |  Acceleration:  0.29919 m/s^2 | Velocity:  1.56858 m/s
0.568 s |  Acceleration:  0.29693 m/s^2 | Velocity:  1.56887 m/s
0.569 s |  Acceleration:  0.29468 m/s^2 | Velocity:  1.56917 m/s
0.57 s |  Acceleration:  0.29246 m/s^2 | Velocity:  1.56946 m/s
0.571 s |  Acceleration:  0.29024 m/s^2 | Velocity:  1.56975 m/s
0.572 s |  Acceleration:  0.28805 m/s^2 | Velocity:  1.57004 m/s
0.573 s |  Acceleration:  0.28587 m/s^2 | Velocity:  1.57032 m/s
0.574 s |  Acceleration:  0.2837 m/s^2 | Velocity:  1.57061 m/s
0.575 s |  Acceleration:  0.28156 m/s^2 | Velocity:  1.57089 m/s
0.576 s |  Acceleration:  0.27942 m/s^2 | Velocity:  1.57117 m/s
0.577 s |  Acceleration:  0.27731 m/s^2 | Velocity:  1.57145 m/s
0.578 s |  Acceleration:  0.27521 m/s^2 | Velocity:  1.57172 m/s
0.579 s |  Acceleration:  0.27312 m/s^2 | Velocity:  1.57199 m/s
0.58 s |  Acceleration:  0.27105 m/s^2 | Velocity:  1.57226 m/s
0.581 s |  Acceleration:  0.269 m/s^2 | Velocity:  1.57253 m/s
0.582 s |  Acceleration:  0.26696 m/s^2 | Velocity:  1.5728 m/s
0.583 s |  Acceleration:  0.26494 m/s^2 | Velocity:  1.57307 m/s
0.584 s |  Acceleration:  0.26293 m/s^2 | Velocity:  1.57333 m/s
0.585 s |  Acceleration:  0.26093 m/s^2 | Velocity:  1.57359 m/s
0.586 s |  Acceleration:  0.25895 m/s^2 | Velocity:  1.57385 m/s
0.587 s |  Acceleration:  0.25699 m/s^2 | Velocity:  1.57411 m/s
0.588 s |  Acceleration:  0.25504 m/s^2 | Velocity:  1.57436 m/s
0.589 s |  Acceleration:  0.2531 m/s^2 | Velocity:  1.57461 m/s
0.59 s |  Acceleration:  0.25118 m/s^2 | Velocity:  1.57486 m/s
0.591 s |  Acceleration:  0.24928 m/s^2 | Velocity:  1.57511 m/s
0.592 s |  Acceleration:  0.24738 m/s^2 | Velocity:  1.57536 m/s
0.593 s |  Acceleration:  0.2455 m/s^2 | Velocity:  1.57561 m/s
0.594 s |  Acceleration:  0.24364 m/s^2 | Velocity:  1.57585 m/s
0.595 s |  Acceleration:  0.24179 m/s^2 | Velocity:  1.57609 m/s
0.596 s |  Acceleration:  0.23995 m/s^2 | Velocity:  1.57633 m/s
0.597 s |  Acceleration:  0.23813 m/s^2 | Velocity:  1.57657 m/s
0.598 s |  Acceleration:  0.23632 m/s^2 | Velocity:  1.57681 m/s
0.599 s |  Acceleration:  0.23452 m/s^2 | Velocity:  1.57704 m/s
0.6 s |  Acceleration:  0.23274 m/s^2 | Velocity:  1.57727 m/s
0.601 s |  Acceleration:  0.23097 m/s^2 | Velocity:  1.57751 m/s
0.602 s |  Acceleration:  0.22921 m/s^2 | Velocity:  1.57773 m/s
0.603 s |  Acceleration:  0.22747 m/s^2 | Velocity:  1.57796 m/s
0.604 s |  Acceleration:  0.22574 m/s^2 | Velocity:  1.57819 m/s
0.605 s |  Acceleration:  0.22402 m/s^2 | Velocity:  1.57841 m/s
0.606 s |  Acceleration:  0.22232 m/s^2 | Velocity:  1.57863 m/s
0.607 s |  Acceleration:  0.22063 m/s^2 | Velocity:  1.57885 m/s
0.608 s |  Acceleration:  0.21895 m/s^2 | Velocity:  1.57907 m/s
0.609 s |  Acceleration:  0.21728 m/s^2 | Velocity:  1.57929 m/s
0.61 s |  Acceleration:  0.21563 m/s^2 | Velocity:  1.57951 m/s
0.611 s |  Acceleration:  0.21399 m/s^2 | Velocity:  1.57972 m/s
0.612 s |  Acceleration:  0.21236 m/s^2 | Velocity:  1.57993 m/s
0.613 s |  Acceleration:  0.21074 m/s^2 | Velocity:  1.58014 m/s
0.614 s |  Acceleration:  0.20913 m/s^2 | Velocity:  1.58035 m/s
0.615 s |  Acceleration:  0.20754 m/s^2 | Velocity:  1.58056 m/s
0.616 s |  Acceleration:  0.20596 m/s^2 | Velocity:  1.58077 m/s
0.617 s |  Acceleration:  0.20439 m/s^2 | Velocity:  1.58097 m/s
0.618 s |  Acceleration:  0.20283 m/s^2 | Velocity:  1.58117 m/s
0.619 s |  Acceleration:  0.20129 m/s^2 | Velocity:  1.58137 m/s
0.62 s |  Acceleration:  0.19975 m/s^2 | Velocity:  1.58157 m/s
0.621 s |  Acceleration:  0.19823 m/s^2 | Velocity:  1.58177 m/s
0.622 s |  Acceleration:  0.19672 m/s^2 | Velocity:  1.58197 m/s
0.623 s |  Acceleration:  0.19522 m/s^2 | Velocity:  1.58216 m/s
0.624 s |  Acceleration:  0.19373 m/s^2 | Velocity:  1.58236 m/s
0.625 s |  Acceleration:  0.19225 m/s^2 | Velocity:  1.58255 m/s
0.626 s |  Acceleration:  0.19078 m/s^2 | Velocity:  1.58274 m/s
0.627 s |  Acceleration:  0.18933 m/s^2 | Velocity:  1.58293 m/s
0.628 s |  Acceleration:  0.18788 m/s^2 | Velocity:  1.58312 m/s
0.629 s |  Acceleration:  0.18645 m/s^2 | Velocity:  1.5833 m/s
0.63 s |  Acceleration:  0.18503 m/s^2 | Velocity:  1.58349 m/s
0.631 s |  Acceleration:  0.18362 m/s^2 | Velocity:  1.58367 m/s
0.632 s |  Acceleration:  0.18221 m/s^2 | Velocity:  1.58386 m/s
0.633 s |  Acceleration:  0.18082 m/s^2 | Velocity:  1.58404 m/s
0.634 s |  Acceleration:  0.17944 m/s^2 | Velocity:  1.58422 m/s
0.635 s |  Acceleration:  0.17807 m/s^2 | Velocity:  1.58439 m/s
0.636 s |  Acceleration:  0.17671 m/s^2 | Velocity:  1.58457 m/s
0.637 s |  Acceleration:  0.17536 m/s^2 | Velocity:  1.58475 m/s
0.638 s |  Acceleration:  0.17402 m/s^2 | Velocity:  1.58492 m/s
0.639 s |  Acceleration:  0.17269 m/s^2 | Velocity:  1.58509 m/s
0.64 s |  Acceleration:  0.17137 m/s^2 | Velocity:  1.58526 m/s
0.641 s |  Acceleration:  0.17006 m/s^2 | Velocity:  1.58543 m/s
0.642 s |  Acceleration:  0.16876 m/s^2 | Velocity:  1.5856 m/s
0.643 s |  Acceleration:  0.16747 m/s^2 | Velocity:  1.58577 m/s
0.644 s |  Acceleration:  0.16619 m/s^2 | Velocity:  1.58594 m/s
0.645 s |  Acceleration:  0.16492 m/s^2 | Velocity:  1.5861 m/s
0.646 s |  Acceleration:  0.16366 m/s^2 | Velocity:  1.58627 m/s
0.647 s |  Acceleration:  0.16241 m/s^2 | Velocity:  1.58643 m/s
0.648 s |  Acceleration:  0.16117 m/s^2 | Velocity:  1.58659 m/s
0.649 s |  Acceleration:  0.15994 m/s^2 | Velocity:  1.58675 m/s
0.65 s |  Acceleration:  0.15871 m/s^2 | Velocity:  1.58691 m/s
0.651 s |  Acceleration:  0.1575 m/s^2 | Velocity:  1.58707 m/s
0.652 s |  Acceleration:  0.15629 m/s^2 | Velocity:  1.58722 m/s
0.653 s |  Acceleration:  0.1551 m/s^2 | Velocity:  1.58738 m/s
0.654 s |  Acceleration:  0.15391 m/s^2 | Velocity:  1.58753 m/s
0.655 s |  Acceleration:  0.15273 m/s^2 | Velocity:  1.58768 m/s
0.656 s |  Acceleration:  0.15156 m/s^2 | Velocity:  1.58783 m/s
0.657 s |  Acceleration:  0.1504 m/s^2 | Velocity:  1.58799 m/s
0.658 s |  Acceleration:  0.14925 m/s^2 | Velocity:  1.58813 m/s
0.659 s |  Acceleration:  0.14811 m/s^2 | Velocity:  1.58828 m/s
0.66 s |  Acceleration:  0.14698 m/s^2 | Velocity:  1.58843 m/s
0.661 s |  Acceleration:  0.14585 m/s^2 | Velocity:  1.58858 m/s
0.662 s |  Acceleration:  0.14473 m/s^2 | Velocity:  1.58872 m/s
0.663 s |  Acceleration:  0.14363 m/s^2 | Velocity:  1.58886 m/s
0.664 s |  Acceleration:  0.14253 m/s^2 | Velocity:  1.58901 m/s
0.665 s |  Acceleration:  0.14143 m/s^2 | Velocity:  1.58915 m/s
0.666 s |  Acceleration:  0.14035 m/s^2 | Velocity:  1.58929 m/s
0.667 s |  Acceleration:  0.13928 m/s^2 | Velocity:  1.58943 m/s
0.668 s |  Acceleration:  0.13821 m/s^2 | Velocity:  1.58957 m/s
0.669 s |  Acceleration:  0.13715 m/s^2 | Velocity:  1.5897 m/s
0.67 s |  Acceleration:  0.1361 m/s^2 | Velocity:  1.58984 m/s
0.671 s |  Acceleration:  0.13506 m/s^2 | Velocity:  1.58997 m/s
0.672 s |  Acceleration:  0.13402 m/s^2 | Velocity:  1.59011 m/s
0.673 s |  Acceleration:  0.13299 m/s^2 | Velocity:  1.59024 m/s
0.674 s |  Acceleration:  0.13197 m/s^2 | Velocity:  1.59037 m/s
0.675 s |  Acceleration:  0.13096 m/s^2 | Velocity:  1.5905 m/s
0.676 s |  Acceleration:  0.12996 m/s^2 | Velocity:  1.59063 m/s
0.677 s |  Acceleration:  0.12896 m/s^2 | Velocity:  1.59076 m/s
0.678 s |  Acceleration:  0.12797 m/s^2 | Velocity:  1.59089 m/s
0.679 s |  Acceleration:  0.12699 m/s^2 | Velocity:  1.59102 m/s
0.68 s |  Acceleration:  0.12602 m/s^2 | Velocity:  1.59114 m/s
0.681 s |  Acceleration:  0.12505 m/s^2 | Velocity:  1.59127 m/s
0.682 s |  Acceleration:  0.12409 m/s^2 | Velocity:  1.59139 m/s
